Day,Market Participant,Equity Option Contracts,Equity Option Trade Count,Equity Option Notional,Index/Other Option Contracts,Index/Other Option Trade Count,Index/Other Option Notional,Total Option Contracts,Total Trade Count,Total Option Notional
06/05/2025,MIAX Sapphire (S)," 1,325,751.00 "," 202,263.00 "," 308,360,722.00 ", -   , -   , -   ," 1,325,751.00 "," 202,263.00 "," 308,360,722.00 "
06/05/2025,Nasdaq BX Options (T)," 679,443.00 "," 83,227.00 "," 124,451,216.00 ", -   , -   , -   ," 679,443.00 "," 83,227.00 "," 124,451,216.00 "
06/05/2025,Members Exchange (U)," 1,502,146.00 "," 204,803.00 "," 346,976,549.00 ", -   , -   , -   ," 1,502,146.00 "," 204,803.00 "," 346,976,549.00 "
06/05/2025,Cboe C2 Options Exchange (W)," 1,242,186.00 "," 160,219.00 "," 319,633,477.00 "," 8,705.00 "," 2,745.00 "," 22,119,229.00 "," 1,250,891.00 "," 162,964.00 "," 341,752,706.00 "
06/05/2025,Nasdaq PHLX (X)," 3,841,608.00 "," 351,891.00 "," 1,101,874,998.00 "," 31,625.00 "," 12,798.00 "," 219,879,229.00 "," 3,873,233.00 "," 364,689.00 "," 1,321,754,227.00 "
06/05/2025,Cboe BZX Options Exchange (Z)," 1,590,663.00 "," 227,146.00 "," 475,908,365.50 "," 2,318.00 ", 696.00 ," 8,579,855.00 "," 1,592,981.00 "," 227,842.00 "," 484,488,220.50 "
05/05/2025,NYSE American Options (A)," 2,188,513.00 "," 205,516.00 "," 1,231,400,435.00 ", -   , -   , -   ," 2,188,513.00 "," 205,516.00 "," 1,231,400,435.00 "
05/05/2025,BOX Options (B)," 2,487,653.00 "," 318,882.00 "," 823,553,410.00 ", -   , -   , -   ," 2,487,653.00 "," 318,882.00 "," 823,553,410.00 "
05/05/2025,Cboe Options Exchange (C)," 3,846,230.00 "," 602,850.00 "," 1,436,461,114.00 "," 3,486,316.00 "," 824,092.00 "," 9,294,096,226.00 "," 7,332,546.00 "," 1,426,942.00 "," 10,730,557,340.00 "
05/05/2025,MIAX Emerald (D)," 1,368,175.00 "," 254,397.00 "," 456,111,971.00 ", -   , -   , -   ," 1,368,175.00 "," 254,397.00 "," 456,111,971.00 "
05/05/2025,Cboe EDGX Options Exchange (E)," 2,776,168.00 "," 506,294.00 "," 695,617,923.00 ", -   , -   , -   ," 2,776,168.00 "," 506,294.00 "," 695,617,923.00 "
05/05/2025,Nasdaq GEMX (H)," 1,719,881.00 "," 222,042.00 "," 377,510,539.00 ", 226.00 , 131.00 ," 8,604,340.00 "," 1,720,107.00 "," 222,173.00 "," 386,114,879.00 "
05/05/2025,Nasdaq ISE (I)," 2,550,027.00 "," 411,403.00 "," 940,948,192.00 "," 22,028.00 "," 11,017.00 "," 161,731,390.00 "," 2,572,055.00 "," 422,420.00 "," 1,102,679,582.00 "
05/05/2025,Nasdaq MRX (J)," 1,187,565.00 "," 185,955.00 "," 303,568,709.00 ", -   , -   , -   ," 1,187,565.00 "," 185,955.00 "," 303,568,709.00 "
05/05/2025,MIAX Options Exchange (M)," 3,324,115.00 "," 515,017.00 "," 914,805,374.00 ", -   , -   , -   ," 3,324,115.00 "," 515,017.00 "," 914,805,374.00 "
05/05/2025,NYSE Arca Options (N)," 4,778,486.00 "," 715,437.00 "," 1,984,733,584.00 ", -   , -   , -   ," 4,778,486.00 "," 715,437.00 "," 1,984,733,584.00 "
05/05/2025,MIAX Pearl (P)," 948,081.00 "," 150,147.00 "," 239,184,415.00 ", -   , -   , -   ," 948,081.00 "," 150,147.00 "," 239,184,415.00 "
05/05/2025,NASDAQ Options Market (Q)," 1,736,321.00 "," 267,662.00 "," 530,356,194.00 ", -   , -   , -   ," 1,736,321.00 "," 267,662.00 "," 530,356,194.00 "
05/05/2025,MIAX Sapphire (S)," 1,296,960.00 "," 199,548.00 "," 309,794,654.00 ", -   , -   , -   ," 1,296,960.00 "," 199,548.00 "," 309,794,654.00 "
05/05/2025,Nasdaq BX Options (T)," 645,500.00 "," 80,817.00 "," 124,553,470.00 ", -   , -   , -   ," 645,500.00 "," 80,817.00 "," 124,553,470.00 "
05/05/2025,Members Exchange (U)," 1,357,808.00 "," 189,124.00 "," 329,777,020.00 ", -   , -   , -   ," 1,357,808.00 "," 189,124.00 "," 329,777,020.00 "
05/05/2025,Cboe C2 Options Exchange (W)," 1,226,410.00 "," 160,057.00 "," 283,475,075.00 "," 9,212.00 "," 2,472.00 "," 17,090,345.00 "," 1,235,622.00 "," 162,529.00 "," 300,565,420.00 "
05/05/2025,Nasdaq PHLX (X)," 3,365,218.00 "," 353,122.00 "," 1,150,583,388.00 "," 29,806.00 "," 12,261.00 "," 206,320,351.00 "," 3,395,024.00 "," 365,383.00 "," 1,356,903,739.00 "
05/05/2025,Cboe BZX Options Exchange (Z)," 1,551,317.00 "," 215,934.00 "," 511,993,992.00 "," 1,528.00 ", 412.00 ," 5,643,249.00 "," 1,552,845.00 "," 216,346.00 "," 517,637,241.00 "
02/05/2025,NYSE American Options (A)," 2,695,463.00 "," 230,547.00 "," 851,631,966.00 ", -   , -   , -   ," 2,695,463.00 "," 230,547.00 "," 851,631,966.00 "
02/05/2025,BOX Options (B)," 3,651,563.00 "," 442,759.00 "," 1,184,354,072.00 ", -   , -   , -   ," 3,651,563.00 "," 442,759.00 "," 1,184,354,072.00 "
02/05/2025,Cboe Options Exchange (C)," 5,274,190.00 "," 857,986.00 "," 1,950,678,111.00 "," 4,346,293.00 "," 992,279.00 "," 11,720,790,471.00 "," 9,620,483.00 "," 1,850,265.00 "," 13,671,468,582.00 "
02/05/2025,MIAX Emerald (D)," 2,378,483.00 "," 407,809.00 "," 776,968,637.00 ", -   , -   , -   ," 2,378,483.00 "," 407,809.00 "," 776,968,637.00 "
02/05/2025,Cboe EDGX Options Exchange (E)," 5,546,833.00 "," 761,276.00 "," 1,174,670,905.00 ", -   , -   , -   ," 5,546,833.00 "," 761,276.00 "," 1,174,670,905.00 "
02/05/2025,Nasdaq GEMX (H)," 2,539,672.00 "," 308,903.00 "," 546,771,459.00 ", 495.00 , 161.00 ," 10,806,915.00 "," 2,540,167.00 "," 309,064.00 "," 557,578,374.00 "
02/05/2025,Nasdaq ISE (I)," 4,123,679.00 "," 630,114.00 "," 1,544,252,032.00 "," 24,115.00 "," 11,349.00 "," 457,278,065.00 "," 4,147,794.00 "," 641,463.00 "," 2,001,530,097.00 "
02/05/2025,Nasdaq MRX (J)," 1,823,683.00 "," 245,623.00 "," 485,476,715.00 ", -   , -   , -   ," 1,823,683.00 "," 245,623.00 "," 485,476,715.00 "
02/05/2025,MIAX Options Exchange (M)," 4,480,218.00 "," 729,059.00 "," 1,287,260,159.00 ", -   , -   , -   ," 4,480,218.00 "," 729,059.00 "," 1,287,260,159.00 "
02/05/2025,NYSE Arca Options (N)," 7,487,875.00 "," 1,030,258.00 "," 2,413,216,556.00 ", -   , -   , -   ," 7,487,875.00 "," 1,030,258.00 "," 2,413,216,556.00 "
02/05/2025,MIAX Pearl (P)," 1,275,087.00 "," 174,894.00 "," 263,950,796.00 ", -   , -   , -   ," 1,275,087.00 "," 174,894.00 "," 263,950,796.00 "
02/05/2025,NASDAQ Options Market (Q)," 2,695,694.00 "," 393,856.00 "," 762,635,151.00 ", -   , -   , -   ," 2,695,694.00 "," 393,856.00 "," 762,635,151.00 "
02/05/2025,MIAX Sapphire (S)," 2,000,032.00 "," 287,115.00 "," 503,688,214.00 ", -   , -   , -   ," 2,000,032.00 "," 287,115.00 "," 503,688,214.00 "
02/05/2025,Nasdaq BX Options (T)," 986,245.00 "," 116,330.00 "," 189,502,979.00 ", -   , -   , -   ," 986,245.00 "," 116,330.00 "," 189,502,979.00 "
02/05/2025,Members Exchange (U)," 2,058,008.00 "," 269,101.00 "," 462,522,956.00 ", -   , -   , -   ," 2,058,008.00 "," 269,101.00 "," 462,522,956.00 "
02/05/2025,Cboe C2 Options Exchange (W)," 1,830,025.00 "," 226,888.00 "," 424,851,372.00 "," 14,594.00 "," 3,498.00 "," 39,396,309.00 "," 1,844,619.00 "," 230,386.00 "," 464,247,681.00 "
02/05/2025,Nasdaq PHLX (X)," 5,451,453.00 "," 485,638.00 "," 1,810,290,233.00 "," 29,716.00 "," 13,451.00 "," 378,560,790.00 "," 5,481,169.00 "," 499,089.00 "," 2,188,851,023.00 "
02/05/2025,Cboe BZX Options Exchange (Z)," 2,376,159.00 "," 317,047.00 "," 685,636,848.00 "," 1,637.00 ", 685.00 ," 4,720,141.00 "," 2,377,796.00 "," 317,732.00 "," 690,356,989.00 "
01/05/2025,NYSE American Options (A)," 3,001,855.00 "," 252,825.00 "," 947,788,480.00 ", -   , -   , -   ," 3,001,855.00 "," 252,825.00 "," 947,788,480.00 "
01/05/2025,BOX Options (B)," 3,671,063.00 "," 370,904.00 "," 2,760,017,453.10 ", -   , -   , -   ," 3,671,063.00 "," 370,904.00 "," 2,760,017,453.10 "
01/05/2025,Cboe Options Exchange (C)," 4,850,729.00 "," 800,283.00 "," 2,077,832,253.00 "," 4,031,757.00 "," 957,375.00 "," 12,085,518,290.00 "," 8,882,486.00 "," 1,757,658.00 "," 14,163,350,543.00 "
01/05/2025,MIAX Emerald (D)," 2,005,388.00 "," 352,911.00 "," 774,737,651.00 ", -   , -   , -   ," 2,005,388.00 "," 352,911.00 "," 774,737,651.00 "
01/05/2025,Cboe EDGX Options Exchange (E)," 3,507,605.00 "," 620,194.00 "," 1,028,285,932.00 ", -   , -   , -   ," 3,507,605.00 "," 620,194.00 "," 1,028,285,932.00 "
01/05/2025,Nasdaq GEMX (H)," 2,202,381.00 "," 288,033.00 "," 586,802,774.00 ", 457.00 , 174.00 ," 7,155,670.00 "," 2,202,838.00 "," 288,207.00 "," 593,958,444.00 "
01/05/2025,Nasdaq ISE (I)," 3,381,349.00 "," 530,510.00 "," 1,543,586,951.00 "," 27,670.00 "," 11,899.00 "," 162,069,458.00 "," 3,409,019.00 "," 542,409.00 "," 1,705,656,409.00 "
01/05/2025,Nasdaq MRX (J)," 1,525,076.00 "," 222,861.00 "," 461,745,839.00 ", -   , -   , -   ," 1,525,076.00 "," 222,861.00 "," 461,745,839.00 "
01/05/2025,MIAX Options Exchange (M)," 3,791,310.00 "," 641,001.00 "," 1,329,194,269.00 ", -   , -   , -   ," 3,791,310.00 "," 641,001.00 "," 1,329,194,269.00 "
01/05/2025,NYSE Arca Options (N)," 6,374,197.00 "," 937,182.00 "," 2,516,530,556.00 ", -   , -   , -   ," 6,374,197.00 "," 937,182.00 "," 2,516,530,556.00 "
01/05/2025,MIAX Pearl (P)," 1,142,585.00 "," 162,729.00 "," 306,074,510.00 ", -   , -   , -   ," 1,142,585.00 "," 162,729.00 "," 306,074,510.00 "
01/05/2025,NASDAQ Options Market (Q)," 2,331,806.00 "," 344,294.00 "," 797,668,835.00 ", -   , -   , -   ," 2,331,806.00 "," 344,294.00 "," 797,668,835.00 "
01/05/2025,MIAX Sapphire (S)," 1,618,444.00 "," 242,504.00 "," 504,122,715.00 ", -   , -   , -   ," 1,618,444.00 "," 242,504.00 "," 504,122,715.00 "
01/05/2025,Nasdaq BX Options (T)," 823,519.00 "," 99,003.00 "," 169,456,503.00 ", -   , -   , -   ," 823,519.00 "," 99,003.00 "," 169,456,503.00 "
01/05/2025,Members Exchange (U)," 1,764,150.00 "," 237,937.00 "," 481,010,815.00 ", -   , -   , -   ," 1,764,150.00 "," 237,937.00 "," 481,010,815.00 "
01/05/2025,Cboe C2 Options Exchange (W)," 1,569,773.00 "," 200,549.00 "," 431,481,632.00 "," 11,027.00 "," 2,561.00 "," 19,253,948.00 "," 1,580,800.00 "," 203,110.00 "," 450,735,580.00 "
01/05/2025,Nasdaq PHLX (X)," 4,580,883.00 "," 435,112.00 "," 2,468,262,621.70 "," 32,991.00 "," 13,732.00 "," 257,311,528.00 "," 4,613,874.00 "," 448,844.00 "," 2,725,574,149.70 "
01/05/2025,Cboe BZX Options Exchange (Z)," 1,931,242.00 "," 269,987.00 "," 658,393,929.00 "," 1,455.00 ", 572.00 ," 5,113,969.00 "," 1,932,697.00 "," 270,559.00 "," 663,507,898.00 "
30/04/2025,NYSE American Options (A)," 2,168,615.00 "," 241,159.00 "," 528,780,692.00 ", -   , -   , -   ," 2,168,615.00 "," 241,159.00 "," 528,780,692.00 "
30/04/2025,BOX Options (B)," 3,375,123.00 "," 384,686.00 "," 963,352,363.00 ", -   , -   , -   ," 3,375,123.00 "," 384,686.00 "," 963,352,363.00 "
30/04/2025,Cboe Options Exchange (C)," 4,188,442.00 "," 692,590.00 "," 1,549,670,803.00 "," 4,338,660.00 "," 1,025,220.00 "," 12,746,728,695.00 "," 8,527,102.00 "," 1,717,810.00 "," 14,296,399,498.00 "
30/04/2025,MIAX Emerald (D)," 1,882,465.00 "," 303,146.00 "," 618,362,526.00 ", -   , -   , -   ," 1,882,465.00 "," 303,146.00 "," 618,362,526.00 "
30/04/2025,Cboe EDGX Options Exchange (E)," 3,037,163.00 "," 529,520.00 "," 718,338,733.00 ", -   , -   , -   ," 3,037,163.00 "," 529,520.00 "," 718,338,733.00 "
30/04/2025,Nasdaq GEMX (H)," 2,581,188.00 "," 367,769.00 "," 663,694,805.00 ", 281.00 , 177.00 ," 8,435,483.00 "," 2,581,469.00 "," 367,946.00 "," 672,130,288.00 "
30/04/2025,Nasdaq ISE (I)," 2,888,787.00 "," 446,310.00 "," 1,061,069,812.00 "," 25,527.00 "," 11,991.00 "," 199,771,316.00 "," 2,914,314.00 "," 458,301.00 "," 1,260,841,128.00 "
30/04/2025,Nasdaq MRX (J)," 1,456,346.00 "," 204,547.00 "," 375,077,419.00 ", -   , -   , -   ," 1,456,346.00 "," 204,547.00 "," 375,077,419.00 "
30/04/2025,MIAX Options Exchange (M)," 3,485,044.00 "," 526,306.00 "," 1,058,195,080.00 ", -   , -   , -   ," 3,485,044.00 "," 526,306.00 "," 1,058,195,080.00 "
30/04/2025,NYSE Arca Options (N)," 5,264,594.00 "," 667,389.00 "," 2,020,221,262.00 ", -   , -   , -   ," 5,264,594.00 "," 667,389.00 "," 2,020,221,262.00 "
30/04/2025,MIAX Pearl (P)," 994,083.00 "," 132,951.00 "," 241,221,368.00 ", -   , -   , -   ," 994,083.00 "," 132,951.00 "," 241,221,368.00 "
30/04/2025,NASDAQ Options Market (Q)," 2,129,456.00 "," 307,014.00 "," 708,586,858.00 ", -   , -   , -   ," 2,129,456.00 "," 307,014.00 "," 708,586,858.00 "
30/04/2025,MIAX Sapphire (S)," 1,512,350.00 "," 216,521.00 "," 433,015,087.00 ", -   , -   , -   ," 1,512,350.00 "," 216,521.00 "," 433,015,087.00 "
30/04/2025,Nasdaq BX Options (T)," 745,420.00 "," 83,608.00 "," 149,932,767.00 ", -   , -   , -   ," 745,420.00 "," 83,608.00 "," 149,932,767.00 "
30/04/2025,Members Exchange (U)," 1,617,582.00 "," 206,580.00 "," 393,004,969.00 ", -   , -   , -   ," 1,617,582.00 "," 206,580.00 "," 393,004,969.00 "
30/04/2025,Cboe C2 Options Exchange (W)," 1,497,481.00 "," 168,697.00 "," 359,394,787.00 "," 10,004.00 "," 2,566.00 "," 25,564,236.00 "," 1,507,485.00 "," 171,263.00 "," 384,959,023.00 "
30/04/2025,Nasdaq PHLX (X)," 4,632,066.00 "," 382,657.00 "," 1,746,529,684.00 "," 28,569.00 "," 14,562.00 "," 232,732,710.00 "," 4,660,635.00 "," 397,219.00 "," 1,979,262,394.00 "
30/04/2025,Cboe BZX Options Exchange (Z)," 1,706,247.00 "," 227,171.00 "," 542,592,652.00 "," 2,296.00 ", 494.00 ," 12,285,246.00 "," 1,708,543.00 "," 227,665.00 "," 554,877,898.00 "
29/04/2025,NYSE American Options (A)," 1,867,451.00 "," 205,397.00 "," 528,875,318.00 ", -   , -   , -   ," 1,867,451.00 "," 205,397.00 "," 528,875,318.00 "
29/04/2025,BOX Options (B)," 2,842,599.00 "," 358,607.00 "," 962,844,376.00 ", -   , -   , -   ," 2,842,599.00 "," 358,607.00 "," 962,844,376.00 "
29/04/2025,Cboe Options Exchange (C)," 3,730,405.00 "," 602,745.00 "," 1,442,606,794.00 "," 4,276,783.00 "," 965,623.00 "," 12,542,476,948.00 "," 8,007,188.00 "," 1,568,368.00 "," 13,985,083,742.00 "
29/04/2025,MIAX Emerald (D)," 1,594,001.00 "," 262,733.00 "," 495,804,198.00 ", -   , -   , -   ," 1,594,001.00 "," 262,733.00 "," 495,804,198.00 "
29/04/2025,Cboe EDGX Options Exchange (E)," 2,753,308.00 "," 499,134.00 "," 656,013,810.00 ", -   , -   , -   ," 2,753,308.00 "," 499,134.00 "," 656,013,810.00 "
29/04/2025,Nasdaq GEMX (H)," 2,257,316.00 "," 302,962.00 "," 517,520,658.00 ", 235.00 , 128.00 ," 12,628,250.00 "," 2,257,551.00 "," 303,090.00 "," 530,148,908.00 "
29/04/2025,Nasdaq ISE (I)," 2,527,573.00 "," 389,331.00 "," 955,763,944.50 "," 22,201.00 "," 10,988.00 "," 234,704,349.00 "," 2,549,774.00 "," 400,319.00 "," 1,190,468,293.50 "
29/04/2025,Nasdaq MRX (J)," 1,333,936.00 "," 183,796.00 "," 335,239,908.00 ", -   , -   , -   ," 1,333,936.00 "," 183,796.00 "," 335,239,908.00 "
29/04/2025,MIAX Options Exchange (M)," 3,066,575.00 "," 467,888.00 "," 887,431,272.00 ", -   , -   , -   ," 3,066,575.00 "," 467,888.00 "," 887,431,272.00 "
29/04/2025,NYSE Arca Options (N)," 4,533,290.00 "," 590,983.00 "," 1,886,919,372.00 ", -   , -   , -   ," 4,533,290.00 "," 590,983.00 "," 1,886,919,372.00 "
29/04/2025,MIAX Pearl (P)," 921,751.00 "," 118,916.00 "," 205,226,859.00 ", -   , -   , -   ," 921,751.00 "," 118,916.00 "," 205,226,859.00 "
29/04/2025,NASDAQ Options Market (Q)," 1,758,670.00 "," 257,411.00 "," 572,766,767.00 ", -   , -   , -   ," 1,758,670.00 "," 257,411.00 "," 572,766,767.00 "
29/04/2025,MIAX Sapphire (S)," 1,338,839.00 "," 197,327.00 "," 338,800,713.00 ", -   , -   , -   ," 1,338,839.00 "," 197,327.00 "," 338,800,713.00 "
29/04/2025,Nasdaq BX Options (T)," 687,420.00 "," 76,923.00 "," 116,287,351.00 ", -   , -   , -   ," 687,420.00 "," 76,923.00 "," 116,287,351.00 "
29/04/2025,Members Exchange (U)," 1,403,838.00 "," 179,205.00 "," 333,023,279.00 ", -   , -   , -   ," 1,403,838.00 "," 179,205.00 "," 333,023,279.00 "
29/04/2025,Cboe C2 Options Exchange (W)," 1,187,316.00 "," 150,554.00 "," 303,672,873.00 "," 8,247.00 "," 2,693.00 "," 19,441,497.00 "," 1,195,563.00 "," 153,247.00 "," 323,114,370.00 "
29/04/2025,Nasdaq PHLX (X)," 3,709,641.00 "," 343,791.00 "," 1,201,384,978.00 "," 26,242.00 "," 13,983.00 "," 255,331,392.00 "," 3,735,883.00 "," 357,774.00 "," 1,456,716,370.00 "
29/04/2025,Cboe BZX Options Exchange (Z)," 1,500,576.00 "," 196,925.00 "," 470,214,670.00 "," 1,529.00 ", 406.00 ," 8,518,203.00 "," 1,502,105.00 "," 197,331.00 "," 478,732,873.00 "
28/04/2025,NYSE American Options (A)," 2,684,639.00 "," 227,465.00 "," 1,280,888,690.00 ", -   , -   , -   ," 2,684,639.00 "," 227,465.00 "," 1,280,888,690.00 "
28/04/2025,BOX Options (B)," 3,039,845.00 "," 401,127.00 "," 811,625,606.00 ", -   , -   , -   ," 3,039,845.00 "," 401,127.00 "," 811,625,606.00 "
28/04/2025,Cboe Options Exchange (C)," 3,715,617.00 "," 657,174.00 "," 1,397,828,131.00 "," 3,792,095.00 "," 967,353.00 "," 9,914,792,628.00 "," 7,507,712.00 "," 1,624,527.00 "," 11,312,620,759.00 "
28/04/2025,MIAX Emerald (D)," 1,598,489.00 "," 265,207.00 "," 522,313,750.00 ", -   , -   , -   ," 1,598,489.00 "," 265,207.00 "," 522,313,750.00 "
28/04/2025,Cboe EDGX Options Exchange (E)," 2,840,024.00 "," 514,395.00 "," 684,636,394.00 ", -   , -   , -   ," 2,840,024.00 "," 514,395.00 "," 684,636,394.00 "
28/04/2025,Nasdaq GEMX (H)," 2,387,072.00 "," 331,566.00 "," 569,907,623.00 ", 356.00 , 180.00 ," 17,683,610.00 "," 2,387,428.00 "," 331,746.00 "," 587,591,233.00 "
28/04/2025,Nasdaq ISE (I)," 2,757,500.00 "," 442,040.00 "," 1,146,113,745.00 "," 30,185.00 "," 11,261.00 "," 134,330,803.00 "," 2,787,685.00 "," 453,301.00 "," 1,280,444,548.00 "
28/04/2025,Nasdaq MRX (J)," 1,505,245.00 "," 208,917.00 "," 391,994,735.00 ", -   , -   , -   ," 1,505,245.00 "," 208,917.00 "," 391,994,735.00 "
28/04/2025,MIAX Options Exchange (M)," 3,151,791.00 "," 514,200.00 "," 914,485,357.00 ", -   , -   , -   ," 3,151,791.00 "," 514,200.00 "," 914,485,357.00 "
28/04/2025,NYSE Arca Options (N)," 4,545,275.00 "," 665,496.00 "," 1,908,434,474.00 ", -   , -   , -   ," 4,545,275.00 "," 665,496.00 "," 1,908,434,474.00 "
28/04/2025,MIAX Pearl (P)," 1,116,219.00 "," 160,724.00 "," 287,056,343.00 ", -   , -   , -   ," 1,116,219.00 "," 160,724.00 "," 287,056,343.00 "
28/04/2025,NASDAQ Options Market (Q)," 1,942,206.00 "," 287,889.00 "," 648,482,123.00 ", -   , -   , -   ," 1,942,206.00 "," 287,889.00 "," 648,482,123.00 "
28/04/2025,MIAX Sapphire (S)," 1,539,807.00 "," 215,924.00 "," 414,971,550.00 ", -   , -   , -   ," 1,539,807.00 "," 215,924.00 "," 414,971,550.00 "
28/04/2025,Nasdaq BX Options (T)," 744,055.00 "," 81,529.00 "," 171,596,796.00 ", -   , -   , -   ," 744,055.00 "," 81,529.00 "," 171,596,796.00 "
28/04/2025,Members Exchange (U)," 1,472,087.00 "," 200,946.00 "," 374,307,425.00 ", -   , -   , -   ," 1,472,087.00 "," 200,946.00 "," 374,307,425.00 "
28/04/2025,Cboe C2 Options Exchange (W)," 1,302,062.00 "," 166,777.00 "," 315,557,180.00 "," 9,083.00 "," 2,756.00 "," 20,286,259.00 "," 1,311,145.00 "," 169,533.00 "," 335,843,439.00 "
28/04/2025,Nasdaq PHLX (X)," 3,989,699.00 "," 416,398.00 "," 1,489,105,173.00 "," 32,151.00 "," 13,989.00 "," 227,914,293.00 "," 4,021,850.00 "," 430,387.00 "," 1,717,019,466.00 "
28/04/2025,Cboe BZX Options Exchange (Z)," 1,579,488.00 "," 218,921.00 "," 554,229,172.00 "," 1,432.00 ", 385.00 ," 5,319,339.00 "," 1,580,920.00 "," 219,306.00 "," 559,548,511.00 "
25/04/2025,NYSE American Options (A)," 2,500,622.00 "," 308,891.00 "," 832,058,879.00 ", -   , -   , -   ," 2,500,622.00 "," 308,891.00 "," 832,058,879.00 "
25/04/2025,BOX Options (B)," 4,046,354.00 "," 502,165.00 "," 1,135,949,774.00 ", -   , -   , -   ," 4,046,354.00 "," 502,165.00 "," 1,135,949,774.00 "
25/04/2025,Cboe Options Exchange (C)," 5,590,119.00 "," 877,340.00 "," 2,066,478,215.00 "," 4,296,672.00 "," 1,008,956.00 "," 10,232,924,674.00 "," 9,886,791.00 "," 1,886,296.00 "," 12,299,402,889.00 "
25/04/2025,MIAX Emerald (D)," 2,385,262.00 "," 382,510.00 "," 762,279,681.00 ", -   , -   , -   ," 2,385,262.00 "," 382,510.00 "," 762,279,681.00 "
25/04/2025,Cboe EDGX Options Exchange (E)," 4,749,121.00 "," 608,153.00 "," 1,108,428,592.00 ", -   , -   , -   ," 4,749,121.00 "," 608,153.00 "," 1,108,428,592.00 "
25/04/2025,Nasdaq GEMX (H)," 3,005,353.00 "," 386,788.00 "," 670,925,632.00 ", 170.00 , 113.00 ," 7,606,275.00 "," 3,005,523.00 "," 386,901.00 "," 678,531,907.00 "
25/04/2025,Nasdaq ISE (I)," 3,950,481.00 "," 577,545.00 "," 1,563,661,703.50 "," 29,094.00 "," 10,827.00 "," 175,105,800.00 "," 3,979,575.00 "," 588,372.00 "," 1,738,767,503.50 "
25/04/2025,Nasdaq MRX (J)," 1,987,873.00 "," 258,976.00 "," 419,270,292.00 ", -   , -   , -   ," 1,987,873.00 "," 258,976.00 "," 419,270,292.00 "
25/04/2025,MIAX Options Exchange (M)," 4,251,225.00 "," 665,408.00 "," 1,296,911,213.00 ", -   , -   , -   ," 4,251,225.00 "," 665,408.00 "," 1,296,911,213.00 "
25/04/2025,NYSE Arca Options (N)," 6,403,938.00 "," 861,763.00 "," 2,384,646,401.00 ", 1.00 , 1.00 , 300.00 ," 6,403,939.00 "," 861,764.00 "," 2,384,646,701.00 "
25/04/2025,MIAX Pearl (P)," 1,355,633.00 "," 172,921.00 "," 276,959,564.00 ", -   , -   , -   ," 1,355,633.00 "," 172,921.00 "," 276,959,564.00 "
25/04/2025,NASDAQ Options Market (Q)," 2,623,955.00 "," 374,494.00 "," 792,012,427.50 ", -   , -   , -   ," 2,623,955.00 "," 374,494.00 "," 792,012,427.50 "
25/04/2025,MIAX Sapphire (S)," 1,992,828.00 "," 283,204.00 "," 551,740,584.00 ", -   , -   , -   ," 1,992,828.00 "," 283,204.00 "," 551,740,584.00 "
25/04/2025,Nasdaq BX Options (T)," 977,830.00 "," 103,438.00 "," 169,927,552.00 ", -   , -   , -   ," 977,830.00 "," 103,438.00 "," 169,927,552.00 "
25/04/2025,Members Exchange (U)," 2,064,782.00 "," 252,673.00 "," 434,986,361.00 ", -   , -   , -   ," 2,064,782.00 "," 252,673.00 "," 434,986,361.00 "
25/04/2025,Cboe C2 Options Exchange (W)," 1,863,473.00 "," 232,625.00 "," 563,170,187.00 "," 11,514.00 "," 2,977.00 "," 22,782,411.00 "," 1,874,987.00 "," 235,602.00 "," 585,952,598.00 "
25/04/2025,Nasdaq PHLX (X)," 5,153,487.00 "," 483,421.00 "," 1,914,992,070.00 "," 29,392.00 "," 12,934.00 "," 245,405,883.00 "," 5,182,879.00 "," 496,355.00 "," 2,160,397,953.00 "
25/04/2025,Cboe BZX Options Exchange (Z)," 2,235,930.00 "," 292,562.00 "," 629,746,736.00 "," 1,145.00 ", 285.00 ," 4,446,012.00 "," 2,237,075.00 "," 292,847.00 "," 634,192,748.00 "
24/04/2025,NYSE American Options (A)," 2,513,204.00 "," 274,925.00 "," 671,564,079.00 ", -   , -   , -   ," 2,513,204.00 "," 274,925.00 "," 671,564,079.00 "
24/04/2025,BOX Options (B)," 3,506,027.00 "," 425,649.00 "," 1,566,669,607.00 ", -   , -   , -   ," 3,506,027.00 "," 425,649.00 "," 1,566,669,607.00 "
24/04/2025,Cboe Options Exchange (C)," 4,972,030.00 "," 761,689.00 "," 2,609,018,130.00 "," 4,261,021.00 "," 999,458.00 "," 12,034,735,706.00 "," 9,233,051.00 "," 1,761,147.00 "," 14,643,753,836.00 "
24/04/2025,MIAX Emerald (D)," 1,794,003.00 "," 292,703.00 "," 572,371,135.00 ", -   , -   , -   ," 1,794,003.00 "," 292,703.00 "," 572,371,135.00 "
24/04/2025,Cboe EDGX Options Exchange (E)," 3,614,628.00 "," 553,689.00 "," 870,082,486.00 ", -   , -   , -   ," 3,614,628.00 "," 553,689.00 "," 870,082,486.00 "
24/04/2025,Nasdaq GEMX (H)," 2,634,894.00 "," 371,565.00 "," 667,362,365.00 ", 217.00 , 161.00 ," 8,866,437.00 "," 2,635,111.00 "," 371,726.00 "," 676,228,802.00 "
